date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2021-03-25,513138,62063,837987,329511,3711174,470198,303510,93038,43669,2027429,1051361,30095,178887,1229898,680998,348498,302152,423414,442620,49190,403982,622226,712393,510398,303942,578148,103830,207227,302171,82039,881882,190491,1825069,903374,102171,1006171,437821,162804,1009812,105226,135290,545254,116624,799404,2809714,383260,18215,610263,358606,139251,632123,55920
2021-03-26,513580,62255,838558,329695,3714701,471382,305210,93325,43825,2033179,1053020,30265,179204,1232900,682099,349057,302591,424055,443069,49443,405343,624986,718455,512097,304210,579058,103980,207667,302616,82374,887481,190716,1833128,905528,102330,1008913,438295,163294,1014897,105625,135775,546670,116833,800398,2815299,383713,18498,612062,359666,139750,632945,56046
2021-03-27,514072,62263,839334,329860,3717806,472409,305210,93701,44051,2039062,1054430,30377,179428,1235578,683076,349554,302611,424666,443069,49653,406709,627556,723700,513833,304420,579654,104097,208118,302918,82745,892143,190887,1841822,905528,102378,1010603,438306,163702,1019010,105893,135775,548114,117081,801213,2819506,384173,18623,613974,361115,140316,633663,56046
2021-03-28,514391,62264,839888,329929,3720238,473420,305210,94062,44175,2044005,1055256,30479,179428,1237828,684020,349714,302611,425024,443069,49850,408044,629531,723700,515058,304616,580080,104128,208424,303061,83027,896652,191048,1850732,905528,102434,1011622,438319,163952,1022078,106488,135775,549199,117244,802026,2821921,384562,18820,615366,361115,140613,634133,56046
2021-03-29,514619,62265,840492,330008,3722513,475034,308439,94402,44248,2047379,1056421,30579,179763,1239589,684733,350219,303009,425333,443905,50030,409075,631031,732938,516608,304695,580417,104163,208553,303273,83340,900273,191230,1859474,910833,102678,1013119,439210,164164,1025019,106935,136419,550068,117336,803213,2825512,384756,19002,616509,362385,140991,634453,56190
2021-03-30,514980,62901,841078,330186,3724672,476528,310056,94573,44413,2052441,1057741,30654,180076,1241993,685453,350756,303035,426073,444414,50253,409978,633081,739244,517881,304858,580980,104321,208912,303494,83714,905144,191377,1865349,912203,102889,1015577,439340,164570,1030504,107105,136765,550669,117495,804404,2828649,385127,19109,617941,363235,141322,635314,56236
2021-03-31,515388,62901,841811,330398,3727253,478174,310624,94802,44513,2057735,1059548,30754,180536,1244585,686497,351402,303532,426876,444933,50504,411344,635580,746351,519529,305146,581680,104552,209346,303762,84176,908816,191652,1873138,914132,103094,1017566,439740,165012,1035020,107470,137329,551630,117759,806268,2833138,385641,19275,618976,364486,141738,636041,56310
2021-04-01,515866,63298,842192,330609,3729907,479774,312468,95188,44656,2064525,1060973,30867,180897,1248111,687713,352137,303558,427842,445469,50788,412928,638339,753449,521667,305417,582380,104725,209896,304112,84539,914422,191945,1882308,916159,103256,1020041,440164,165524,1038949,107980,137848,552681,117989,807516,2836465,386128,19523,620801,365762,142233,636908,56389
2021-04-02,516266,63501,843132,330753,3734798,481281,313956,95590,44807,2071015,1062555,31129,181181,1251346,688916,352714,304025,428527,445469,51189,414385,640779,759600,524203,305701,583131,104853,211239,304454,85010,918951,192152,1890346,916159,103377,1021718,440545,166013,1043932,108772,138255,554031,118186,808576,2839965,386550,19755,622339,367115,142653,637801,56447
2021-04-03,516615,63501,843838,330970,3736599,482469,313956,96077,44932,2077032,1063680,31241,181181,1254185,689965,353207,304044,429106,445469,51470,415660,643232,768892,526267,305991,583691,105035,211570,304916,85448,923396,192152,1898101,916159,103434,1024011,440547,166480,1049425,109407,138255,555274,118361,809469,2841609,386997,19905,623881,368403,143106,638590,56447
2021-04-04,516809,63501,844302,331054,3738230,483633,313956,96376,45037,2081826,1064554,31337,181181,1256634,690910,353362,304044,429401,445469,51765,417329,643232,768892,526267,306088,584228,105142,211812,305176,85846,927195,192152,1905737,916159,103508,1024011,440547,166882,1052683,109833,138255,555274,118361,810022,2843324,387341,20149,625148,368403,143456,639227,56447
2021-04-05,516918,64001,844910,331098,3741525,485667,316655,96577,45112,2085306,1065197,31430,181836,1258736,691625,353829,304372,429511,446737,51986,418188,646220,779974,527650,306158,584555,105142,211958,305357,86125,930026,192595,1912396,922560,103764,1026929,441436,167128,1055369,110022,139173,556469,118517,810912,2844283,387514,20267,626171,370017,143733,639553,56529
2021-04-06,517114,64081,845480,331261,3743960,487500,317729,96806,45234,2090862,1066671,31489,182182,1261667,692240,354557,304389,429841,446955,52277,419055,648023,786123,530662,306341,585131,105333,212257,305652,86521,933736,192773,1918437,923430,103958,1028800,440142,167658,1060445,110233,139549,557803,118680,812245,2850052,387814,20373,627605,370652,144010,640704,56619
2021-04-07,517452,64303,846230,331505,3746401,489397,318767,97042,45328,2096747,1068199,31565,182531,1265457,693452,354829,304919,430860,447655,52677,420526,650573,795492,532658,306611,585906,105526,212785,305929,86935,937979,192989,1925080,924810,104159,1030864,441906,168128,1065047,110679,140025,558631,118975,813821,2854578,388426,20442,629155,372170,144374,641642,56700
2021-04-08,517916,64531,846900,331704,3749186,491062,319779,97404,45498,2104686,1069689,31687,182841,1269196,694836,355454,304943,431487,448104,52996,421823,652966,804031,535182,306851,586698,105750,213188,306315,87441,942311,193247,1933807,926897,104280,1033606,442389,168795,1069605,111760,140534,559597,119197,814965,2859276,388909,20669,631083,373212,144820,642757,56802
2021-04-09,518234,64782,848202,331882,3754339,492664,321586,97784,45634,2111807,1071130,31862,183153,1273200,696175,356073,305371,432220,448838,53434,423663,655278,812865,537828,307094,587476,105974,213574,306952,87978,946504,193368,1942469,929406,104491,1035552,442805,169338,1074874,113200,141097,560762,119467,816304,2862672,389353,20815,632625,374794,145299,643951,56873
2021-04-10,518588,64782,849021,332053,3759644,493929,321586,98203,45762,2118713,1072700,31975,183153,1276830,697533,356823,305391,432720,448838,53745,425247,657578,820404,540277,307332,588146,106142,214010,307704,88446,950103,193368,1949964,929406,104538,1037600,442805,170085,1079663,114197,141097,561773,119705,817177,2865869,389760,20965,634325,376230,145754,644901,56873
2021-04-11,518899,64782,849561,332153,3762711,495033,321586,98570,45830,2124233,1073792,32067,183153,1279772,698692,357019,305391,433085,448838,53960,426730,659569,820404,542053,307449,588626,106183,214207,308024,88854,953490,193368,1956594,929406,104601,1039455,442805,170568,1083337,115299,141097,562691,119705,817829,2867647,390104,21202,635552,376230,146169,645514,56873
2021-04-12,519071,65180,850236,332222,3764512,496994,324571,98925,45903,2125846,1074731,32137,183691,1282205,699823,357197,305850,433352,449827,54256,427715,661101,830957,544046,307519,588962,106253,214351,308343,89229,955958,193987,1962225,935061,104830,1041389,443773,170850,1085872,116378,141097,563427,119892,819063,2869310,390289,21291,636862,377952,146462,645964,56988
2021-04-13,520503,65336,850846,332446,3767188,498749,325689,99135,46016,2134914,1076644,32200,183910,1285398,700775,357739,305871,434148,450279,54827,428799,662699,841234,545404,307836,589626,106426,214682,308755,89605,959921,194164,1967248,936425,105004,1043729,443882,171398,1093029,117366,142774,564128,120154,820191,2876589,390647,21388,638910,379056,146790,647091,57070
2021-04-14,520780,65536,851265,332666,3769521,500456,327298,99515,46209,2141686,1078379,32271,184347,1288934,701971,358395,306481,434922,450673,55374,430351,664943,850583,547101,308111,590452,106631,215074,309150,89983,963484,194378,1973308,938784,105171,1045945,444228,172206,1099004,117836,143251,564931,120379,821985,2880004,391177,21488,640211,380339,147203,648094,57127
2021-04-15,521201,65730,851725,332949,3772212,502193,328000,99915,46315,2148448,1079979,32366,184557,1292515,703345,358873,306498,435743,451476,55954,431795,667066,857774,549830,308521,591207,106823,215383,309699,90525,967442,194605,1980337,941218,105349,1048109,444590,172931,1104023,118936,143740,566018,120613,823363,2883274,391633,21664,641626,381725,147596,649178,57203
2021-04-16,521623,65921,852570,333186,3775299,503751,329062,100322,46449,2155744,1081629,32548,184769,1296381,704632,359260,306992,436445,451955,56525,433359,669282,867624,552117,308737,592054,106941,215792,310235,90910,971782,194868,1986681,943693,105488,1050112,444863,173626,1109707,120571,144149,567277,120856,827562,2886753,392096,21803,643220,383894,148071,650081,57267
2021-04-17,522131,65921,853050,333407,3778112,505072,329062,100777,46579,2162067,1083300,32647,184769,1299575,707111,359765,307025,437037,451955,56939,434859,671250,873700,554536,309029,583562,107089,216297,310235,91279,975704,194868,1993271,943693,105544,1052099,444863,174501,1114883,121701,144149,568258,121056,828266,2889431,392509,21869,644828,385549,148517,650949,57267
2021-04-18,522401,65921,853761,333452,3780219,506327,329062,101158,46662,2168901,1084272,32758,184769,1302241,708067,360054,307025,437312,451955,57285,436028,672657,873700,556381,309186,583941,107145,216473,310235,91586,978853,194868,1998912,943693,105593,1053175,444863,175121,1117868,123049,144149,569279,121056,828826,2891338,392757,22016,646133,385549,148887,651545,57267
2021-04-19,522512,66370,854453,333511,3781967,508434,331401,101547,46740,2173138,1085161,32823,185227,1304200,708779,360345,307397,437543,453351,57545,436659,673974,882871,557665,309223,584326,107202,216613,310933,91783,981036,195478,2003938,949366,105832,1054807,445650,175592,1120049,124140,144966,570032,121189,829663,2892539,392957,22112,647111,386920,149147,651948,57378
2021-04-20,523955,66479,855155,333709,3784338,510264,332139,101707,46869,2178783,1086473,32867,185465,1306787,709455,360784,307416,438147,453711,57965,437584,675162,889472,558850,309585,584983,107379,217108,311314,92053,983875,195615,2008514,950566,106008,1056606,445725,176157,1125221,124695,145358,570606,121360,830756,2898701,393272,22112,648347,388718,149462,652879,57456
2021-04-21,524367,66680,855804,334061,3786940,512122,332995,101993,46941,2184354,1087791,32938,185759,1309552,710607,361423,307972,438927,454377,58465,438789,676758,895445,560450,309818,585701,107537,217596,311750,92395,987350,195783,2012806,952529,106174,1058395,445963,177134,1129759,125212,145647,571369,121517,832135,2903563,393862,22238,649608,390214,149888,653670,57518
2021-04-22,525049,66909,856451,334222,3789003,513950,333732,102267,47040,2191038,1089497,33035,185993,1312722,711787,361900,308013,439551,455000,58868,439992,678386,900956,562420,310137,586510,107718,217905,312278,92911,990580,195990,2018044,954765,106327,1060119,446246,178110,1134321,126384,146028,572248,121651,833977,2906898,394334,22325,650981,391839,150288,654510,57613
2021-04-23,525477,67059,857347,334458,3790067,515607,334766,102593,47141,2196502,1091339,33178,186183,1316091,712858,362334,308470,440149,455541,59239,441155,680007,906596,564584,310349,587348,107873,218197,312840,93231,993414,196221,2022891,956932,106444,1061907,446550,179120,1138446,127450,146324,573225,121850,834923,2910368,394678,22416,652321,393594,150693,655410,57696
2021-04-24,525898,67059,858076,334642,3792410,516842,334766,102927,47219,2203913,1092852,33229,186183,1318998,713959,362729,308483,440631,455541,59612,442351,681570,911800,566687,310349,588133,108048,218580,312840,93542,996197,196221,2027029,956932,106494,1063433,446550,179930,1142516,128459,146324,574226,121986,835673,2912824,395150,22479,653326,395312,151068,656061,57696
2021-04-25,526131,67059,858737,334706,3794549,518043,334766,103222,47323,2208584,1093768,33351,186183,1321033,714786,362924,308483,440955,455541,59776,443257,682784,911800,568243,310349,588517,108097,218732,312840,93821,997891,196221,2031093,956932,106598,1064306,446550,180700,1145419,129203,146324,574985,121986,836225,2914237,395431,22576,654210,395312,151382,656526,57696
2021-04-26,526348,67509,859487,334769,3796285,520082,336933,103459,47378,2212097,1094580,33418,186725,1323170,715468,363162,308942,441166,456432,60005,443814,683665,918880,569440,310987,588801,108111,218832,313680,93821,988886,196844,2034102,962623,106788,1065702,447278,181321,1147310,130037,146960,575515,122080,837317,2916163,395677,22617,654929,397417,151671,656932,57818
2021-04-27,526707,67647,860169,334998,3798103,521837,337340,103603,47471,2217368,1095879,33468,187014,1325726,716306,363530,308968,441880,456884,60430,444491,684630,923464,570518,311159,589372,108287,219090,314085,94203,991010,196997,2037414,963771,106941,1067262,447393,182040,1151189,130361,147220,575956,122228,838471,2921780,396004,22675,656020,398509,151848,657872,57883
2021-04-28,527083,67834,860772,335289,3799797,523656,337961,103844,47533,2222546,1097279,33537,187269,1328454,717564,364036,309595,442618,457326,60691,445493,686243,928407,572025,311493,590175,108489,219341,314475,94405,993123,197218,2040448,965536,107087,1068985,447642,182916,1154559,130671,147601,576639,122398,839662,2926029,396522,22723,657154,400149,152301,658696,57999
2021-04-29,527513,68002,861653,335529,3801766,525301,338447,104038,47614,2228212,1098723,33659,187479,1331848,718948,364486,309607,443408,457896,60945,446459,687638,932604,573938,311654,590973,108663,219559,314928,94676,995365,197447,2044345,967521,107260,1070771,447931,183830,1158361,131437,147897,577550,122532,840687,2929589,396985,22824,658341,401718,152733,659600,58069
2021-04-30,527922,68148,862497,335725,3804036,526708,339233,104405,47697,2233518,1100187,33851,187656,1335055,720425,364844,310182,444127,458581,61213,447401,688973,936467,575812,311900,591637,108817,219826,315438,94886,997223,197733,2048150,969752,107426,1072312,448305,184812,1162826,131956,148186,578659,122660,841757,2933104,397323,22952,659590,403040,153128,660450,58142
2021-05-01,528309,68148,863571,335968,3806438,527929,339233,104621,47697,2238937,1101487,33970,187656,1337868,721577,365229,310190,444771,458581,61616,448340,690279,940175,577524,311900,592687,108985,220032,315438,95163,998812,197733,2052022,969752,107496,1074019,448305,185597,1165926,132578,148186,579556,122660,842365,2936594,397733,23032,660553,404709,153498,661209,58142
2021-05-02,528597,68148,863927,336105,3808072,528930,339233,104909,47800,2242778,1102789,34082,187656,1339728,722646,365524,310190,445139,458581,61847,448989,691172,940175,579235,311900,593474,109030,220127,315438,95377,1000010,197733,2054848,969752,107551,1075004,448305,186344,1168402,133047,148186,580273,122660,842864,2937903,398012,23126,661314,404709,153918,661685,58142
2021-05-03,528784,68426,864579,336166,3809549,530664,340545,105067,47903,2245853,1103659,34156,188024,1341777,723443,365754,310687,445449,459340,62092,449509,691735,945732,580340,312400,593831,109092,220225,316239,95506,1000993,198372,2057276,974319,107700,1075999,448872,186878,1170072,133507,148669,580794,122745,843521,2939455,398240,23158,661925,407191,154207,662069,58290
