date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2021-11-24,844196,149461,1252248,525824,5051943,837578,416573,151164,66510,3721503,1659491,87106,305133,1784906,1084488,518859,461115,777858,769051,117941,580496,904407,1447230,891099,512632,902115,189678,305358,454980,155711,1238359,308091,2692142,1524078,160292,1660131,662220,387485,1704528,188015,188561,914968,164292,1309480,4350480,589715,48120,960691,768151,290909,963229,110264
2021-11-25,844594,149461,1255597,526403,5052041,838685,416573,151655,66510,3721503,1659491,87183,305133,1784906,1084488,518859,461743,779911,769051,118489,580496,904407,1447230,891099,512632,902208,189678,305358,454980,155711,1241210,308091,2699233,1524078,160466,1660131,662220,387485,1710478,188152,188561,914946,164292,1310278,4354993,589715,48120,962472,768151,290909,967538,110264
2021-11-26,844594,150087,1258919,526706,5054266,841378,418473,152165,66510,3721503,1659491,87210,305524,1784906,1084488,518859,461743,780681,769051,118489,580496,909705,1447230,895229,512632,902208,190071,305358,454980,155711,1243354,308091,2707049,1524078,160841,1669274,662220,387485,1716600,188256,188561,915684,164292,1310798,4355658,592130,48120,963739,768151,290909,968291,110264
2021-11-27,844951,150087,1262574,527213,5055054,843236,418473,152407,66510,3721503,1659491,87345,305762,1784906,1084488,518859,461743,781433,769051,118489,583299,909705,1447230,895229,512632,902907,190071,305358,454980,155711,1245344,308091,2710507,1524078,161048,1673496,662220,387485,1721743,188331,188561,915684,164292,1311497,4356289,592130,48120,963739,768151,290909,968291,110264
2021-11-28,845108,150087,1264848,527587,5069878,845167,418473,152670,66510,3721503,1659491,87514,305762,1784906,1084488,522858,461743,782476,769051,118489,584137,909705,1447230,895229,512632,903119,190071,307896,454980,155711,1247213,308091,2715335,1524078,161200,1677741,662220,387485,1725902,188370,188561,915684,164292,1312201,4356699,592130,48120,963739,768151,290909,968291,110264
2021-11-29,845284,150809,1266809,527794,5075481,849008,420785,152904,66857,3721503,1662995,87585,306209,1804163,1097128,522858,465725,783409,770305,118748,584899,915495,1475053,899739,513622,908715,190424,308384,456803,160287,1249454,313139,2722936,1532250,162044,1683472,666040,390066,1731154,188433,190975,917833,164867,1314363,4359886,594606,49801,967209,773069,294014,974871,110824
2021-11-30,845761,150996,1269780,528838,5081190,851975,421692,153190,66912,3730395,1664456,87664,306845,1809877,1101185,525458,465812,785926,770894,119662,586143,919097,1475053,912370,514171,911403,191012,309828,457643,161244,1252705,314264,2729595,1534005,162730,1690217,666927,391099,1736920,188448,191763,918321,166208,1316492,4366395,595801,50014,969116,774465,294794,980783,111089
2021-12-01,846297,151323,1272943,529768,5086503,854994,422785,153762,67047,3730395,1666110,87772,307561,1816002,1107189,528221,470232,789225,771837,120600,587285,924400,1494953,915942,514639,914524,191593,311212,458369,162583,1255893,316089,2738968,1537044,163326,1699161,667512,392197,1744526,188605,192741,919184,167144,1318919,4370075,598098,50510,971529,774465,295949,986229,111275
2021-12-02,847064,151667,1276955,530994,5094834,857458,424412,154413,67173,3730395,1667630,87898,308155,1827528,1112735,530060,470373,792015,772310,121452,589113,930079,1494953,921249,515208,919712,191925,312517,459249,163961,1260355,318135,2750327,1540824,163852,1708292,669132,393232,1753669,188789,193714,920311,167759,1321071,4374850,600079,51134,974001,778916,297415,992386,111560
2021-12-03,847659,151984,1282191,532168,5098311,859636,425275,155149,67430,3741058,1668875,88023,308669,1835082,1118335,530060,474875,794816,772789,122242,590813,935844,1517325,926931,515504,920185,192236,313935,459957,165574,1264818,320520,2761545,1544544,164302,1717876,670420,394569,1763796,188951,194858,921722,168271,1323328,4379604,601952,51629,976599,780835,298659,997688,111812
2021-12-04,848137,151984,1288234,532973,5100804,861213,425275,155922,67430,3741058,1668875,88147,308869,1835082,1118335,534623,474901,797157,772789,123118,592679,935844,1517325,926931,515504,924958,192236,313935,459957,165574,1269232,320520,2769624,1544544,164464,1725669,670420,394569,1773060,189107,194858,921722,168271,1324373,4387741,601952,52195,976599,780835,299827,997688,111812
2021-12-05,848498,151984,1292054,533356,5115851,862489,425275,156454,67430,3741058,1668875,88295,308869,1835082,1118335,534623,475002,798351,772789,123118,593676,935844,1517325,926931,515504,926450,192236,313935,459957,165574,1272728,320520,2777942,1544544,164573,1731003,670420,394569,1779151,189253,194858,921722,168271,1325318,4392976,601952,52889,976599,780835,300660,997688,111812
2021-12-06,848779,152537,1295076,533658,5123019,865140,430756,156454,67998,3741058,1671787,88385,309314,1854190,1130719,534623,478186,799695,773621,123118,594655,947463,1535147,933025,516486,929647,192590,316013,461479,167612,1275717,324311,2788476,1553112,165132,1735925,674758,396501,1783118,189325,196949,924958,168763,1327329,4396826,605409,53131,983055,784129,301349,997688,112199
2021-12-07,849409,152537,1298091,534590,5127819,867240,432675,157175,68134,3741058,1673082,88440,310010,1861256,1134898,538738,478302,802417,774181,124098,595844,951969,1535147,945445,517138,932120,193005,317450,462159,170080,1279667,325272,2796990,1555216,165599,1743801,675733,397421,1791030,189338,198036,925629,169789,1329483,4401834,606531,53431,985297,786042,302120,997688,112368
2021-12-08,850096,152977,1301597,535450,5136008,869124,433464,157751,68262,3741058,1675453,88512,310661,1867916,1140151,541033,482648,805426,774913,125373,597051,957889,1553790,948490,517925,935956,193277,318657,462811,171538,1283925,326713,2806456,1558510,165988,1752508,676890,398262,1799753,189495,198729,926454,170416,1332007,4405731,607954,53835,988147,787245,303173,1012189,112551
2021-12-09,850645,152977,1305260,536368,5142728,870893,436143,158600,68460,3741058,1676787,88655,311150,1877216,1145633,542433,482812,808148,775368,126833,598571,963923,1553790,952232,518670,939245,193543,319847,463803,173089,1289542,328332,2818175,1562663,166354,1761008,678343,399361,1806671,189660,200197,927649,170800,1334108,4409872,609351,54321,991221,788877,304355,1017301,112731
2021-12-10,851237,153425,1309184,537461,5146122,872483,439423,159399,68702,3754042,1678746,88825,311521,1884747,1150899,545804,486527,810910,775935,128982,600316,969589,1567578,956779,519115,942871,193718,320943,464385,174456,1295005,329778,2829502,1566269,166753,1768367,680054,400188,1818299,189818,201275,929077,171248,1335949,4414884,610681,55057,994069,790412,305418,1024082,112862
2021-12-11,851950,153425,1312958,538208,5148090,873520,439423,160124,68702,3754042,1678746,89014,311692,1884748,1150899,546287,486605,813214,775935,129997,601556,969589,1567578,956779,519115,945163,193718,321866,464385,174456,1299601,329778,2838326,1566269,166903,1776439,680054,400188,1829351,189818,201275,929077,171248,1336926,4419629,610681,55317,994069,790412,306552,1024094,112862
2021-12-12,852280,153425,1316189,538426,5160820,874593,439423,160768,68702,3754042,1678746,89229,311692,1884748,1150899,546287,486605,814203,775935,129997,602917,969589,1567578,956779,519115,946931,193718,321866,464385,174456,1303443,329778,2846533,1566269,167024,1781411,680054,400188,1837742,189952,201275,929077,171248,1337934,4422238,610681,55849,994069,790412,307432,1024094,112862
2021-12-13,852574,153835,1318580,538701,5167097,876792,447316,161359,68702,3754042,1681906,89379,312186,1904260,1162284,546287,489701,815283,777106,129997,604367,981261,1585297,960425,519851,948493,193905,322477,465906,178099,1306722,332238,2860036,1575222,167563,1787029,683719,401564,1843137,189952,203708,932206,171583,1339731,4426465,613350,56084,1000694,793757,308204,1033629,113077
2021-12-14,854229,153835,1320748,539483,5173473,878815,450315,161650,69540,3754042,1683676,89593,312591,1911658,1166283,549642,489840,817818,777106,131380,606083,985946,1585297,969450,520259,949201,194108,323702,466583,178967,1311119,332975,2868885,1577154,167999,1796951,684340,402436,1850578,190135,204954,932938,172300,1341871,4431151,614270,56317,1003110,794878,308985,1038465,113233
2021-12-15,854876,154232,1323997,540510,5179513,880624,452038,162331,69867,3754042,1686332,89875,313041,1921436,1170950,552898,493784,820715,778542,132884,608274,991709,1599679,971667,520834,954483,194397,324720,467205,180238,1316108,334324,2881565,1580909,168410,1807539,684579,403329,1857879,190269,206357,933754,172744,1344121,4436131,615576,56661,1006245,796369,310245,1043693,113359
2021-12-16,855692,154232,1326908,541315,5187589,883010,454123,163021,70375,3754042,1688806,90270,313423,1933299,1176411,553407,494064,823213,779567,134170,611419,998400,1599679,975447,521544,958606,194562,325655,468023,181660,1323331,334324,2899469,1585074,168739,1819342,684579,404229,1865568,190740,207556,934880,173257,1346547,4441924,616680,57333,1009933,798239,311524,1049261,113478
2021-12-17,856600,154639,1330594,542426,5192534,885412,455566,164092,71219,3782883,1691674,91067,313812,1944061,1181554,553407,498167,825692,780668,135320,614952,1005470,1614141,979283,522455,961779,194764,326431,468953,183056,1330728,336790,2920366,1589054,169012,1829367,685906,405292,1874197,191799,208753,936207,173655,1348888,4447944,617697,57809,1013390,800329,312692,1054191,113584
2021-12-18,857292,154639,1334061,543242,5196492,887207,455566,164923,71219,3782883,1691674,91774,313967,1944061,1181554,557029,498303,828260,780668,136400,618303,1005470,1614141,979283,522455,965181,194764,327301,468953,183056,1338372,336790,2934453,1589054,169164,1839501,685906,405292,1883028,193554,208753,936207,173655,1350810,4456009,617697,58247,1013390,800329,313890,1054191,113584
2021-12-19,857844,154639,1336806,543648,5213302,888917,455566,165621,71219,3782883,1691674,92746,313967,1944061,1181554,557029,498303,829791,780668,136401,620775,1005470,1614141,979283,522455,966955,194764,327301,468953,183056,1345717,336790,2960416,1589054,169275,1847140,685906,405292,1890259,196301,208753,936207,173655,1352234,4463448,617697,58695,1013390,800329,314791,1054191,113584
2021-12-20,858396,155062,1338982,544082,5223866,894080,461775,166292,71219,3782883,1700763,93586,314492,1975520,1192448,557029,500850,831003,783604,136401,621959,1019682,1629362,982664,523889,968560,194929,327858,470600,186678,1352812,339894,2982994,1599595,169719,1855222,689236,407153,1894514,198735,212715,940135,174021,1355097,4474051,620197,58935,1023698,805831,315571,1061618,113762
2021-12-21,859650,155062,1341377,545037,5235756,900169,467775,166820,76137,3782883,1706483,94293,314915,1985799,1196148,560351,500958,833547,785333,137959,628397,1026129,1629362,990047,524629,971357,195171,328912,471739,187340,1361306,340604,3007231,1602489,170121,1867724,689800,408069,1904121,199584,213730,941029,174783,1358698,4484460,621008,59175,1028135,807529,316391,1066544,113906
2021-12-22,861110,155294,1344183,545934,5251605,908143,471141,167493,77661,3799661,1714093,95254,315270,2002370,1200926,562463,505857,836441,787538,139421,633016,1034731,1645578,992851,525502,975089,195417,330181,472739,188644,1373212,341509,3035474,1607378,170538,1880588,691282,409232,1913959,202750,215541,942359,175249,1364571,4494654,622414,59826,1034107,809600,317540,1072270,114062
2021-12-23,863170,155294,1347405,547248,5272503,916163,474557,168631,79565,3832530,1724105,96765,315726,2021304,1200926,563955,506091,836441,790373,140537,640535,1044522,1645578,996224,525502,980542,195669,331081,474023,189987,1391334,342649,3070884,1607378,170950,1896577,693199,410565,1924507,208462,217228,944574,175677,1369746,4507158,623703,60265,1040580,813741,319035,1078491,114242
2021-12-24,865636,155294,1351213,548967,5285563,920999,474557,170009,79565,3907748,1733600,98593,315726,2021320,1200926,563955,506091,836441,790373,141780,651165,1055519,1645578,996224,525502,980823,195669,331081,474023,189987,1410275,342649,3102022,1607378,171119,1910991,694210,410565,1937793,208462,217228,944574,175677,1374399,4520987,623703,60265,1049336,813741,319035,1083442,114242
2021-12-25,868085,155294,1354708,549991,5286215,922625,474557,171563,79565,3907748,1733600,100184,315726,2021320,1200926,563955,506091,836441,790373,141780,661093,1055519,1645578,996224,525502,980823,195669,331081,474023,189987,1429756,342649,3102022,1607378,171188,1910991,694210,410565,1947649,225716,217228,944574,175677,1378293,4536347,623703,60265,1049336,813741,319035,1083442,114242
2021-12-26,868948,155294,1355052,550413,5308246,928177,474557,172827,79565,3907748,1733600,100184,315726,2021320,1200926,563955,506091,836441,790373,141780,667287,1055519,1645578,996224,525502,983061,195669,331081,474023,189987,1443915,342649,3184372,1607378,171307,1931908,694210,410565,1954488,232336,217228,944574,175677,1379712,4548503,623703,60265,1049336,813741,319035,1083442,114242
2021-12-27,870627,156177,1362693,551394,5357159,943843,489211,173258,88765,3936170,1759879,102389,316716,2077279,1221297,567997,512645,846379,802537,141790,673071,1069310,1681046,1000361,532560,989879,196044,332257,477677,194470,1453647,345663,3221100,1607378,171712,1940000,697590,414140,1965567,233698,217228,944574,176186,1386036,4565840,628310,61735,1067849,834235,322485,1088992,114624
2021-12-28,874332,156177,1362693,553808,5387002,960323,494964,173824,90633,3965229,1772897,104597,317735,2098083,1227005,570470,512960,850632,806850,143213,680351,1079660,1681046,1010225,535258,994969,196453,334716,479231,195004,1468881,346461,3268202,1639545,172354,1955403,700033,416020,1979510,235414,223985,944574,177451,1397463,4580705,630126,62143,1075288,837378,323538,1095891,114917
2021-12-29,880307,157169,1364669,557551,5426974,977043,502484,174909,92045,4012152,1792021,106158,318458,2119190,1234919,573032,519744,856145,816228,144538,692261,1095825,1710325,1015435,538852,1004090,197061,336426,481714,196656,1495354,347831,3330403,1648922,173119,1975723,700798,418333,1996240,243617,227178,960195,178395,1410134,4595131,633429,63076,1087400,842196,325514,1103754,115242
2021-12-30,888563,157169,1368080,562529,5481898,992850,510188,176863,94286,4090000,1816441,109642,319382,2149574,1246854,575501,520134,856145,828695,145629,707707,1117911,1710325,1022212,543737,1012928,197724,338257,484641,198667,1530529,350043,3402190,1667493,173906,1995497,704964,421263,2015367,257948,231096,966259,179204,1424745,4610880,636992,64447,1100900,849075,328162,1112655,115638
2021-12-31,896614,157169,1381488,566486,5517998,1001343,510188,180366,94286,4209927,1839879,112932,319382,2149574,1246854,575501,520134,856145,828695,146736,720814,1140614,1710325,1022212,543737,1013458,197724,338257,484641,198667,1564253,350043,3480280,1686667,174359,2016082,708938,421263,2036424,272724,231096,975320,179204,1436020,4626751,636992,64447,1118518,849075,328162,1120663,115638
2022-01-01,896614,157169,1389708,570641,5519702,1004704,510188,183880,94286,4209927,1839879,115642,319382,2149574,1246854,575501,520134,856145,828695,146736,735723,1140614,1710325,1022212,543737,1013458,197724,338257,484641,198667,1596644,350043,3517696,1686667,174516,2016095,708938,421263,2059613,272724,231096,975320,179204,1443714,4679048,636992,64447,1118518,849075,328162,1120663,115638
2022-01-02,909541,157169,1390409,572822,5567236,1015092,510188,186996,94286,4209927,1839879,118820,319382,2149574,1246854,575501,520134,856145,828695,146736,747005,1140614,1710325,1022212,543737,1019379,197724,338257,484641,198667,1623096,350043,3552059,1686667,174833,2053721,708938,421263,2077224,292662,231096,975320,179204,1451245,4734215,636992,64447,1118518,849075,328162,1120663,115638
2022-01-03,913603,160089,1404601,574572,5707212,1038681,533866,189382,103487,4209927,1839879,121864,320802,2238762,1278285,575501,534219,879057,859856,146736,761924,1173704,1775882,1028986,561262,1021433,198520,344392,497084,203749,1644839,357480,3684152,1732568,176051,2072663,716851,430931,2101019,303533,231096,975320,179983,1460431,4795121,651746,67226,1158764,882144,337326,1132356,116643
2022-01-04,921175,160089,1411813,581134,5790075,1062911,544468,191649,105493,4360178,1904918,123456,322524,2263192,1286590,587386,534821,885673,869146,148217,777171,1192549,1775882,1045170,566102,1047653,199455,346860,499613,204897,1674453,359116,3736399,1742844,177521,2093074,720961,435453,2122986,305419,247324,1011271,183030,1475543,4848770,656407,68957,1176159,888336,339679,1142290,117389
2022-01-05,932250,161678,1419562,588622,5848711,1085313,554812,192968,106819,4360178,1928942,126067,323965,2295478,1299480,592028,549220,895370,879549,149543,788384,1223354,1808738,1049310,572694,1060113,200558,349523,502392,208073,1711738,361629,3812399,1763614,178876,2112824,724875,441648,2150286,313182,253192,1018435,185284,1492979,4897975,663654,69762,1186887,899036,342607,1156050,118098
2022-01-06,944876,161678,1430241,596409,5963266,1101826,563635,195600,106819,4486276,1928942,130856,325730,2339563,1314688,596296,550053,904916,893626,150845,802102,1250765,1808738,1056236,579773,1072775,201720,353056,504729,211952,1744002,364861,3890666,1787906,180381,2132266,731155,449267,2179312,327742,260110,1035256,187467,1512400,4943183,672567,71942,1202727,913980,347554,1170504,119093
2022-01-07,957848,165353,1445129,604843,6024708,1121688,573711,198507,108112,4606489,1928942,134442,327065,2382480,1329423,596296,565239,915881,908428,152173,814891,1279928,1855658,1064065,586547,1085500,202863,355928,509472,214572,1782463,369113,3975745,1816380,181714,2151829,737593,459700,2206899,340541,266066,1048252,189411,1525643,4997638,682036,73802,1221036,931071,351688,1186066,119857
2022-01-08,966180,165353,1461633,613014,6061714,1131789,573711,202236,110040,4633077,1928942,138646,327451,2382480,1329423,608000,566035,915881,908428,153376,828656,1279928,1855658,1064065,586547,1099159,202863,360321,509472,214572,1815163,369113,4057133,1816380,182291,2170139,737593,459700,2240549,347158,266066,1048252,189411,1537205,5051703,682036,76421,1221036,931071,355872,1186066,119857
2022-01-09,978632,165353,1477483,613014,6259048,1140106,573711,205640,110040,4633077,1928942,143224,327451,2382480,1329423,608000,566035,915881,908428,153376,846528,1279928,1855658,1064065,586547,1106833,202863,360321,509472,214572,1843677,369113,4147154,1816380,182904,2189228,737593,459700,2265232,355697,266066,1048252,189411,1546356,5094545,682036,76673,1221036,931071,357980,1186066,119857
2022-01-10,984882,168618,1491420,622069,6390686,1162616,605116,208340,116278,4759073,2025262,147099,328946,2460321,1366754,608000,578741,932552,937447,153376,856680,1344643,1904949,1075028,586547,1114094,204788,363641,525511,223599,1866735,378363,4205019,1887560,185014,2207270,764651,478203,2295089,362577,279831,1094226,191094,1560166,5141819,706183,76673,1278739,978680,360269,1219470,121519
2022-01-11,993418,168618,1505580,629825,6542526,1182619,611867,210437,117586,4806782,2050127,150028,331265,2488422,1378562,619061,579442,941986,949941,155155,866993,1365608,1904949,1104494,608768,1126746,206295,367878,530344,226132,1892142,381295,4257408,1905265,187419,2226881,769662,486202,2321087,364523,284907,1102603,195204,1577065,5198788,715996,76673,1295420,991838,362777,1234281,122754
2022-01-12,1004622,173139,1524363,640799,6655720,1201031,619185,213993,118802,4878524,2069066,153540,334086,2522975,1393574,626336,580680,952956,949941,156532,878679,1389904,1940708,1115198,616972,1139906,208132,371654,536257,229373,1915417,388125,4312866,1930710,190057,2246974,775169,494945,2351028,374105,290634,1114781,197912,1594037,5274882,726216,81987,1315256,1009187,367217,1252891,123743
2022-01-13,1004622,173139,1542936,653789,6804126,1218331,628789,218486,120327,4933518,2093376,156932,336424,2560013,1410021,631301,581717,962007,949941,158087,889906,1411613,1940708,1126697,625328,1155331,209900,376695,543102,233508,1939089,393736,4374042,1975543,192163,2266236,785671,504731,2377252,385557,296304,1132825,200496,1615102,5349621,739206,83994,1334198,1025322,372674,1269899,124986
2022-01-14,1004622,178618,1563193,664194,6870330,1232310,637572,221811,121871,4992579,2113319,160031,339690,2589648,1425877,631301,620530,975346,995724,159498,900395,1426283,1984056,1138246,634628,1165263,212078,383915,549198,235898,1962198,398939,4420245,2011302,194389,2307691,796986,513391,2403053,398766,302109,1153125,203137,1635222,5407735,750334,86311,1351417,1041456,377735,1297612,126468
2022-01-15,1004622,178618,1563193,675790,6914194,1240157,637572,225094,121871,5041918,2113319,166008,340857,2589656,1425877,645410,620530,975346,996623,160857,910753,1426283,1984056,1138246,634628,1185468,212078,383915,549198,235898,1979057,398939,4460856,2011302,195463,2357990,811389,513391,2425456,407541,302109,1153125,203137,1650092,5477679,750334,88104,1351417,1041456,382958,1297612,126468
2022-01-16,1056478,178618,1567192,681176,7121304,1246508,637572,227594,121871,5041918,2113319,169886,340857,2589656,1425877,645410,620530,975346,996623,160857,918967,1426283,1984056,1138246,634628,1185498,212078,383915,549198,235898,1994502,398939,4507714,2011302,196205,2384107,811389,513391,2458722,413010,302109,1153125,203137,1661624,5527820,750334,90668,1351417,1041456,387115,1297612,126468
2022-01-17,1064536,178618,1621858,684776,7222959,1260748,653416,229759,121871,5041918,2148468,174586,340857,2589656,1462456,645410,621388,975346,996623,160857,925755,1426283,1984056,1138246,634628,1185499,212078,392027,572769,235898,2003455,398939,4547472,2011302,199120,2403645,839143,513391,2474466,418852,313700,1153125,203137,1672625,5596098,750334,90668,1397155,1041456,390788,1380799,126468
2022-01-18,1071264,178618,1645694,687989,7302657,1277202,657680,230876,125707,5153539,2160539,180838,344412,2682991,1474289,657146,621491,1014703,1025748,161395,929187,1487277,1984056,1148888,657084,1209665,215988,396990,570616,250616,2014702,420192,4571356,2130403,202233,2418722,842996,541415,2490929,419350,317344,1225570,203137,1688839,5650130,790216,92198,1407403,1105622,392737,1400338,130553
2022-01-19,1088370,188812,1666191,702483,7430650,1289702,662425,232132,126187,5196718,2188320,184767,348949,2709479,1490496,664910,658889,1027069,1037249,162940,933540,1503398,2082983,1193504,665544,1224211,218047,402489,601682,251441,2025616,425920,4594182,2147777,205282,2439205,852997,549942,2506602,423655,320617,1236732,211885,1710899,5706523,802780,93492,1419883,1119228,396343,1415098,132145
2022-01-20,1104356,188812,1683915,713643,7565031,1301903,667230,233843,126187,5242386,2211004,190678,352411,2732731,1506866,669705,660627,1040420,1050080,164324,942772,1519783,2082983,1204929,673873,1240160,220090,407804,607857,254715,2037690,431887,4624257,2177357,208028,2460869,866403,559960,2523956,428009,324234,1249632,214473,1732440,5753183,814388,93492,1434686,1135778,401796,1433225,133495
2022-01-21,1120881,195345,1701949,726716,7643172,1312046,671674,236022,127200,5323337,2229675,195151,356112,2773401,1524527,669705,679905,1056284,1060022,165691,947784,1535901,2124186,1216734,681382,1255363,222093,413056,614505,257795,2049573,437927,4653025,2212752,210540,2480566,880342,570892,2542816,432935,327109,1265710,216656,1750485,5821021,825989,96415,1451713,1152026,407131,1446207,135369
2022-01-22,1137387,195345,1729630,734834,7683980,1317514,671674,238501,127200,5324438,2229675,199106,358057,2773401,1524527,682363,680731,1056284,1060022,166898,952852,1535986,2124225,1216734,681382,1265951,222093,413056,614505,257795,2058497,437934,4675346,2212752,211507,2496243,893913,570892,2560167,438800,327109,1265710,216656,1767575,5882649,825989,97994,1451713,1151835,413631,1446207,135369
2022-01-23,1147194,195345,1752552,738638,7863053,1321902,671674,240179,127200,5324438,2229675,202273,358057,2773401,1524527,682363,680731,1056284,1060022,166899,956638,1535986,2124225,1216734,681382,1272797,222093,413056,614505,257795,2067692,437934,4701632,2212752,212119,2506175,893913,570892,2572500,442514,327109,1265710,216656,1776528,5940663,825989,99109,1451713,1151835,418887,1446207,135369
2022-01-24,1153149,201016,1767302,741881,7971154,1333322,683731,241367,128550,5347828,2272461,204933,361059,2837976,1560117,682363,694251,1085051,1076385,166899,959426,1563019,2168367,1229444,694093,1279926,227094,421423,630343,265140,2072536,452616,4714010,2290179,214565,2515949,914063,590270,2581831,444743,332961,1265710,218543,1792794,5980546,847959,99651,1481294,1203311,422265,1470412,137873
2022-01-25,1161929,201016,1781274,749824,8064057,1340653,687555,242324,128739,5383094,2288693,206837,364577,2851577,1569850,693914,694983,1100097,1084448,168474,962001,1571650,2168367,1264935,699002,1289414,229966,425610,633955,266000,2078258,455947,4728422,2303196,216944,2520112,922873,597172,2593360,445040,334581,1265710,221372,1808710,6026265,854559,100092,1491993,1203311,425013,1477323,139461
2022-01-26,1153149,206504,1799503,756385,8128539,1348233,690350,243202,129108,5420755,2306025,208887,368665,2867339,1574807,699859,709447,1112651,1145245,169998,965101,1580605,2203646,1280500,705598,1299792,233056,428949,638931,267800,2085385,460062,4747535,2323482,219112,2540864,931033,605363,2605439,448972,337659,1328450,222880,1823139,6058642,862052,100621,1503119,1257918,429016,1486054,141090
2022-01-27,1153149,206504,1813796,762401,8216891,1354501,693386,244730,129479,5448288,2327733,211267,372442,2881761,1587005,703366,709993,1125181,1152818,171524,968540,1590302,2203646,1295117,712133,1309385,235967,432564,643695,270063,2092109,465244,4764422,2352235,221210,2552972,944461,613221,2622134,450699,339571,1338384,224238,1840947,6097092,869085,102153,1514862,1257918,434221,1494936,143129
2022-01-28,1195557,212396,1829406,768061,8257065,1359934,696070,246037,129817,5522206,2346518,213174,376095,2897192,1604072,703366,722251,1140887,1160130,172952,971713,1598451,2235180,1309665,717666,1318714,238801,435358,648088,272492,2102227,470513,4778737,2374866,222800,2562412,953116,620652,2637080,454103,341407,1355116,225383,1853763,6137784,875251,103066,1525603,1294497,438889,1503420,144526
2022-01-29,1206308,212396,1844912,768061,8279645,1362881,696070,246959,129817,5522206,2346518,215034,377721,2897192,1604072,712288,722721,1140887,1160130,174225,974240,1598451,2235180,1309665,717666,1327427,238801,435358,648088,272492,2107606,470513,4790901,2374866,223525,2571021,963655,620652,2649247,455442,341407,1355116,225383,1863544,6177011,875251,103549,1525603,1294497,442206,1503420,144526
2022-01-30,1212798,212396,1858385,768061,8393061,1365302,696070,247638,129817,5522206,2346518,217775,377721,2897192,1604072,712288,722721,1140887,1160130,174225,976245,1598451,2235180,1309665,717666,1330584,238801,435358,648088,272492,2109783,470513,4797903,2374866,223886,2576245,963655,620652,2656587,457057,341407,1355116,225383,1868832,6201031,875251,104160,1525603,1294497,445061,1503420,144526
2022-01-31,1218257,216939,1870644,776759,8440728,1371233,699400,248111,129817,5535803,2368052,219288,380302,2920981,1623439,712288,730234,1160558,1170212,174225,977370,1611594,2258465,1321753,727418,1334549,242180,439326,656898,276856,2111856,480087,4805416,2421799,225653,2580405,976914,633876,2661481,457935,343779,1355116,226413,1878478,6233771,885523,104472,1545650,1339737,446771,1516628,146505
2022-02-01,1223896,216939,1878211,781396,8481528,1375453,700640,248447,130949,5555874,2378278,220356,382466,2929646,1629098,719703,730533,1169097,1174941,175759,978952,1614642,2258465,1343090,731667,1339689,243133,441456,659036,277355,2115305,481852,4811937,2430556,226879,2586903,979349,638823,2667166,458075,344841,1389266,228169,1890736,6275128,888368,104837,1551705,1339737,448922,1520640,147305
2022-02-02,1229300,221077,1886541,786010,8513146,1377542,702426,248910,131093,5572757,2386298,221533,384791,2939117,1636011,722589,738865,1176470,1179814,177099,980426,1620268,2283010,1347000,737607,1349306,244555,443144,661168,278691,2119298,484454,4821628,2442891,228228,2595504,983937,643973,2674471,459638,345836,1394651,228938,1901957,6303841,891977,105569,1558383,1355428,451910,1526087,148382
2022-02-03,1229300,221077,1894335,790223,8564343,1380952,704871,249716,131284,5572757,2394327,223065,387287,2939117,1642625,722589,739844,1185431,1185174,178502,982598,1625704,2283010,1352448,744023,1353879,245606,444695,663107,279842,2123207,487604,4831404,2457857,229303,2601241,988190,649389,2681717,461444,347041,1400276,229671,1923648,6334016,895459,106174,1565522,1355428,455201,1531396,149126
2022-02-04,1240496,224912,1903412,791730,8586696,1383825,706140,250311,131543,5653565,2403125,224257,389715,2957582,1646937,724912,744348,1193783,1192375,179915,984291,1630462,2295050,1359058,751862,1356653,250029,445793,665211,281300,2126230,489701,4839516,2470242,230118,2605245,992932,654343,2688808,462977,347901,1406933,230240,1931237,6356074,898267,106690,1572022,1367763,458112,1535404,149842
2022-02-05,1242420,224912,1911655,793361,8597205,1385309,706140,250756,131543,5653905,2403125,225535,391067,2957582,1646937,729700,744574,1193783,1192375,181010,985982,1630462,2295050,1359058,751862,1359332,250029,445793,665211,281300,2129191,489701,4845280,2470242,230533,2608055,995546,654343,2697242,463722,347901,1406933,230240,1935070,6374862,898267,106690,1572022,1367763,461846,1535404,149842
2022-02-06,1242420,224912,1918034,794342,8631124,1386597,706140,251192,131543,5653905,2403125,226451,391067,2957582,1646937,729700,744574,1193783,1192375,181010,987147,1630462,2295050,1359058,751862,1361318,250029,445793,665211,281300,2131015,489701,4852369,2470242,230777,2610125,995546,654343,2700036,465455,347901,1406933,230240,1938026,6392034,898267,106690,1572022,1367763,463357,1535404,149842
